,Unnamed: 0,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,戶數,人口數,男性人口數,女性人口數,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,幼年人口(0~14),青年人口(15~24),壯年人口(25~44),中年人口(45~64),老年人口(65~),資料時間
740,740,65000,新北市,65000120,瑞芳區,65000120-006,龍安里,276,658,332,326,101.84,2.38,3334.26,44.62,12.75,31.87,250.0,58,69,184,202,145,111Y09M
741,741,65000,新北市,65000120,瑞芳區,65000120-007,爪■里,1581,4022,1973,2049,96.29,2.54,1770.93,42.27,14.26,28.02,196.53,403,432,1093,1302,792,111Y09M
742,742,65000,新北市,65000120,瑞芳區,65000120-008,柑坪里,424,1162,610,552,110.51,2.74,750.18,37.84,11.63,26.22,225.51,98,126,320,397,221,111Y09M
743,743,65000,新北市,65000120,瑞芳區,65000120-009,東和里,712,1824,905,919,98.48,2.56,2777.17,45.34,15.22,30.12,197.91,191,216,451,588,378,111Y09M
744,744,65000,新北市,65000120,瑞芳區,65000120-010,上天里,538,1376,736,640,115.0,2.56,148.61,42.89,10.59,32.29,304.9,102,129,383,451,311,111Y09M
745,745,65000,新北市,65000120,瑞芳區,65000120-011,吉慶里,715,1825,945,880,107.39,2.55,576.33,33.41,9.58,23.83,248.85,131,169,544,655,326,111Y09M
746,746,65000,新北市,65000120,瑞芳區,65000120-012,吉安里,1276,3225,1630,1595,102.19,2.53,12132.0,37.82,11.84,25.98,219.49,277,343,915,1082,608,111Y09M
747,747,65000,新北市,65000120,瑞芳區,65000120-013,傑魚里,785,2105,1086,1019,106.58,2.68,304.91,38.94,13.53,25.41,187.8,205,218,640,657,385,111Y09M
748,748,65000,新北市,65000120,瑞芳區,65000120-014,猴硐里,193,459,256,203,126.11,2.38,169.02,46.65,9.58,37.06,386.67,30,36,102,175,116,111Y09M
749,749,65000,新北市,65000120,瑞芳區,65000120-015,光復里,129,255,147,108,136.11,1.98,89.34,67.76,9.21,58.55,635.71,14,14,48,90,89,111Y09M
750,750,65000,新北市,65000120,瑞芳區,65000120-016,弓橋里,137,322,179,143,125.17,2.35,94.7,40.0,5.65,34.35,607.69,13,22,93,115,79,111Y09M
751,751,65000,新北市,65000120,瑞芳區,65000120-017,碩仁里,73,144,81,63,128.57,1.97,18.18,42.57,3.96,38.61,975.0,4,1,29,71,39,111Y09M
752,752,65000,新北市,65000120,瑞芳區,65000120-018,基山里,210,423,221,202,109.41,2.01,686.85,56.09,7.38,48.71,660.0,20,38,87,146,132,111Y09M
753,753,65000,新北市,65000120,瑞芳區,65000120-019,永慶里,221,438,227,211,107.58,1.98,1250.89,57.55,9.71,47.84,492.59,27,20,85,173,133,111Y09M
754,754,65000,新北市,65000120,瑞芳區,65000120-020,崇文里,157,301,154,147,104.76,1.92,1731.69,59.26,5.82,53.44,918.18,11,19,55,115,101,111Y09M
755,755,65000,新北市,65000120,瑞芳區,65000120-021,福住里,91,169,91,78,116.67,1.86,649.21,62.5,12.5,50.0,400.0,13,14,30,60,52,111Y09M
756,756,65000,新北市,65000120,瑞芳區,65000120-022,頌德里,177,345,182,163,111.66,1.95,820.95,57.53,10.5,47.03,447.83,23,26,72,121,103,111Y09M
757,757,65000,新北市,65000120,瑞芳區,65000120-023,新山里,176,359,194,165,117.58,2.04,854.23,53.42,5.98,47.44,792.86,14,16,92,126,111,111Y09M
758,758,65000,新北市,65000120,瑞芳區,65000120-024,瓜山里,97,179,90,89,101.12,1.85,139.59,58.41,6.19,52.21,842.86,7,9,45,59,59,111Y09M
759,759,65000,新北市,65000120,瑞芳區,65000120-025,銅山里,99,195,114,81,140.74,1.97,138.98,62.5,3.33,59.17,1775.0,4,20,33,67,71,111Y09M
760,760,65000,新北市,65000120,瑞芳區,65000120-026,石山里,177,318,174,144,120.83,1.8,289.12,68.25,7.41,60.85,821.43,14,14,56,119,115,111Y09M
761,761,65000,新北市,65000120,瑞芳區,65000120-027,?新里,125,293,141,152,92.76,2.34,134.64,41.55,5.8,35.75,616.67,12,24,62,121,74,111Y09M
762,762,65000,新北市,65000120,瑞芳區,65000120-028,?洞里,246,482,226,256,88.28,1.96,1369.0,50.62,7.19,43.44,604.35,23,29,110,181,139,111Y09M
763,763,65000,新北市,65000120,瑞芳區,65000120-029,海濱里,689,1330,637,693,91.92,1.93,317.66,30.91,6.59,24.31,368.66,67,110,375,531,247,111Y09M
764,764,65000,新北市,65000120,瑞芳區,65000120-030,瑞濱里,1058,2056,986,1070,92.15,1.94,1223.13,35.89,11.1,24.79,223.21,168,187,607,719,375,111Y09M
765,765,65000,新北市,65000120,瑞芳區,65000120-031,深澳里,689,1379,654,725,90.21,2.0,635.84,35.73,9.74,25.98,266.67,99,134,355,527,264,111Y09M
766,766,65000,新北市,65000120,瑞芳區,65000120-032,南雅里,95,267,138,129,106.98,2.81,37.59,29.61,2.91,26.7,916.67,6,23,70,113,55,111Y09M
767,767,65000,新北市,65000120,瑞芳區,65000120-033,鼻頭里,252,880,438,442,99.1,3.49,398.28,31.15,5.81,25.34,435.9,39,44,246,381,170,111Y09M
768,768,65000,新北市,65000120,瑞芳區,65000120-034,新峰里,1370,3592,1813,1779,101.91,2.62,1265.85,33.53,15.76,17.77,112.74,424,411,1137,1142,478,111Y09M
769,769,65000,新北市,65000130,土城區,65000130-001,埤塘里,3002,5549,3243,2306,140.63,1.85,2251.58,29.98,10.0,19.98,199.77,427,430,1608,2231,853,111Y09M
770,770,65000,新北市,65000130,土城區,65000130-002,土城里,879,2132,1017,1115,91.21,2.43,45835.66,43.09,17.65,25.44,144.11,263,188,625,677,379,111Y09M
771,771,65000,新北市,65000130,土城區,65000130-003,員林里,3708,8438,4005,4433,90.35,2.28,27469.33,35.99,18.32,17.66,96.39,1137,821,2858,2526,1096,111Y09M
772,772,65000,新北市,65000130,土城區,65000130-004,員仁里,2136,5805,2845,2960,96.11,2.72,15106.72,36.88,16.18,20.7,127.99,686,567,1903,1771,878,111Y09M
773,773,65000,新北市,65000130,土城區,65000130-005,長風里,816,2046,975,1071,91.04,2.51,41643.77,35.95,11.76,24.19,205.65,177,238,548,719,364,111Y09M
774,774,65000,新北市,65000130,土城區,65000130-006,日新里,1733,4614,2273,2341,97.1,2.66,21252.98,43.11,16.81,26.3,156.46,542,429,1457,1338,848,111Y09M
775,775,65000,新北市,65000130,土城區,65000130-007,日和里,3114,7568,3675,3893,94.4,2.43,14159.58,37.13,18.63,18.5,99.32,1028,726,2581,2212,1021,111Y09M
776,776,65000,新北市,65000130,土城區,65000130-008,貨饒里,2084,4864,2357,2507,94.02,2.33,22400.5,36.82,16.71,20.11,120.37,594,389,1729,1437,715,111Y09M
777,777,65000,新北市,65000130,土城區,65000130-009,柑林里,1614,4025,1925,2100,91.67,2.49,6384.19,35.07,20.6,14.46,70.2,614,482,1237,1261,431,111Y09M
778,778,65000,新北市,65000130,土城區,65000130-010,埤林里,3170,8485,4068,4417,92.1,2.68,67909.88,32.74,16.05,16.69,104.0,1026,932,2672,2788,1067,111Y09M
779,779,65000,新北市,65000130,土城區,65000130-011,瑞興里,1230,3048,1491,1557,95.76,2.48,47050.83,43.5,14.5,29.0,200.0,308,288,927,909,616,111Y09M
780,780,65000,新北市,65000130,土城區,65000130-012,清水里,2968,8025,3943,4082,96.59,2.7,74386.14,31.36,13.57,17.79,131.12,829,854,2684,2571,1087,111Y09M
781,781,65000,新北市,65000130,土城區,65000130-013,清和里,2403,6498,3227,3271,98.65,2.7,13720.32,33.54,13.81,19.73,142.86,672,620,2281,1965,960,111Y09M
782,782,65000,新北市,65000130,土城區,65000130-014,永豐里,1653,4491,2184,2307,94.67,2.72,28743.14,36.3,17.36,18.94,109.09,572,477,1418,1400,624,111Y09M
783,783,65000,新北市,65000130,土城區,65000130-015,清化里,635,1592,834,758,110.03,2.51,328.26,38.19,11.63,26.56,228.36,134,139,490,523,306,111Y09M
784,784,65000,新北市,65000130,土城區,65000130-016,清溪里,2691,6905,3370,3535,95.33,2.57,24795.41,37.6,15.42,22.18,143.8,774,740,2106,2172,1113,111Y09M
785,785,65000,新北市,65000130,土城區,65000130-017,?廷里,2676,7457,3730,3727,100.08,2.79,52707.1,34.29,15.52,18.76,120.88,862,735,2562,2256,1042,111Y09M
786,786,65000,新北市,65000130,土城區,65000130-018,平和里,2484,7092,3442,3650,94.3,2.86,84071.27,34.09,15.18,18.91,124.53,803,688,2459,2142,1000,111Y09M
787,787,65000,新北市,65000130,土城區,65000130-019,廷寮里,1749,4958,2460,2498,98.48,2.83,2933.05,31.58,13.96,17.62,126.24,526,615,1528,1625,664,111Y09M
788,788,65000,新北市,65000130,土城區,65000130-020,大安里,2012,5041,2492,2549,97.76,2.51,1436.87,39.76,16.8,22.96,136.63,606,478,1496,1633,828,111Y09M
789,789,65000,新北市,65000130,土城區,65000130-021,永寧里,3259,8640,4316,4324,99.81,2.65,3233.52,36.93,18.84,18.08,95.96,1189,935,2650,2725,1141,111Y09M
790,790,65000,新北市,65000130,土城區,65000130-022,沛陂里,2008,4932,2457,2475,99.27,2.46,2705.24,33.8,16.09,17.72,110.12,593,510,1629,1547,653,111Y09M
791,791,65000,新北市,65000130,土城區,65000130-023,頂埔里,2023,4995,2460,2535,97.04,2.47,3956.17,32.99,13.37,19.62,146.81,502,602,1483,1671,737,111Y09M
792,792,65000,新北市,65000130,土城區,65000130-024,頂福里,2160,5585,2750,2835,97.0,2.59,15253.06,37.26,17.1,20.15,117.82,696,621,1765,1683,820,111Y09M
793,793,65000,新北市,65000130,土城區,65000130-025,頂新里,1279,3135,1496,1639,91.28,2.45,26035.18,41.6,22.67,18.93,83.47,502,339,928,947,419,111Y09M
794,794,65000,新北市,65000130,土城區,65000130-026,祖田里,603,1654,852,802,106.23,2.74,451.9,36.13,14.4,21.73,150.86,175,165,510,540,264,111Y09M
795,795,65000,新北市,65000130,土城區,65000130-027,樂利里,1959,4956,2383,2573,92.62,2.53,69201.45,33.37,12.3,21.07,171.33,457,454,1637,1625,783,111Y09M
796,796,65000,新北市,65000130,土城區,65000130-028,廣福里,2079,5681,2784,2897,96.1,2.73,55439.53,33.77,16.44,17.33,105.44,698,592,1780,1875,736,111Y09M
797,797,65000,新北市,65000130,土城區,65000130-029,學府里,1254,3588,1712,1876,91.26,2.86,34071.81,38.91,18.82,20.09,106.79,486,317,1198,1068,519,111Y09M
798,798,65000,新北市,65000130,土城區,65000130-030,延壽里,1711,4415,2218,2197,100.96,2.58,22165.99,37.07,15.06,22.01,146.19,485,427,1374,1420,709,111Y09M
799,799,65000,新北市,65000130,土城區,65000130-031,安和里,1838,4958,2461,2497,98.56,2.7,82179.97,33.1,15.25,17.85,117.08,568,470,1632,1623,665,111Y09M
800,800,65000,新北市,65000130,土城區,65000130-032,青雲里,1403,3520,1700,1820,93.41,2.51,12524.51,36.81,16.98,19.82,116.7,437,353,1210,1010,510,111Y09M
801,801,65000,新北市,65000130,土城區,65000130-033,員福里,2079,5478,2766,2712,101.99,2.63,13223.77,36.71,14.7,22.01,149.75,589,546,1728,1733,882,111Y09M
802,802,65000,新北市,65000130,土城區,65000130-034,延吉里,1593,4380,2183,2197,99.36,2.75,7388.8,38.61,15.6,23.01,147.46,493,395,1461,1304,727,111Y09M
803,803,65000,新北市,65000130,土城區,65000130-035,復興里,1720,4495,2218,2277,97.41,2.61,30107.77,37.5,14.87,22.64,152.26,486,415,1498,1356,740,111Y09M
804,804,65000,新北市,65000130,土城區,65000130-036,裕生里,2178,5610,2708,2902,93.31,2.58,16409.31,38.21,16.24,21.98,135.36,659,592,1703,1764,892,111Y09M
805,805,65000,新北市,65000130,土城區,65000130-037,員信里,1645,4424,2183,2241,97.41,2.69,29096.65,38.55,16.88,21.67,128.39,539,407,1394,1392,692,111Y09M
806,806,65000,新北市,65000130,土城區,65000130-038,永富里,2196,5786,2822,2964,95.21,2.63,34373.98,32.49,14.93,17.56,117.64,652,637,1964,1766,767,111Y09M
807,807,65000,新北市,65000130,土城區,65000130-039,學成里,1196,3310,1614,1696,95.17,2.77,57360.71,36.1,16.45,19.65,119.5,400,272,1146,1014,478,111Y09M
808,808,65000,新北市,65000130,土城區,65000130-040,延和里,2693,6888,3290,3598,91.44,2.56,60021.96,35.46,16.93,18.53,109.41,861,680,2265,2140,942,111Y09M
809,809,65000,新北市,65000130,土城區,65000130-041,中正里,1279,3326,1581,1745,90.6,2.6,27656.28,33.47,16.85,16.61,98.57,420,340,1056,1096,414,111Y09M
810,810,65000,新北市,65000130,土城區,65000130-042,學士里,1892,4953,2393,2560,93.48,2.62,55195.24,30.51,15.42,15.1,97.95,585,609,1508,1678,573,111Y09M
811,811,65000,新北市,65000130,土城區,65000130-043,明德里,2655,6317,2922,3395,86.07,2.38,38037.26,30.22,15.81,14.41,91.13,767,667,1972,2212,699,111Y09M
812,812,65000,新北市,65000130,土城區,65000130-044,廣興里,1342,3547,1686,1861,90.6,2.64,30885.11,34.71,18.04,16.67,92.42,475,367,1151,1115,439,111Y09M
813,813,65000,新北市,65000130,土城區,65000130-045,青山里,1090,3074,1548,1526,101.44,2.82,10747.43,44.8,18.56,26.24,141.37,394,260,1008,855,557,111Y09M
814,814,65000,新北市,65000130,土城區,65000130-046,金城里,2399,6149,2906,3243,89.61,2.56,109408.92,28.64,13.68,14.96,109.33,654,762,1792,2226,715,111Y09M
815,815,65000,新北市,65000130,土城區,65000130-047,延祿里,1575,4210,2096,2114,99.15,2.67,73654.19,35.41,15.21,20.2,132.77,473,460,1329,1320,628,111Y09M
816,816,65000,新北市,65000140,蘆洲區,65000140-001,正義里,5847,15576,7460,8116,91.92,2.66,23524.19,40.35,28.72,11.63,40.51,3187,2002,4562,4534,1291,111Y09M
817,817,65000,新北市,65000140,蘆洲區,65000140-002,中原里,2361,6345,3085,3260,94.63,2.69,36960.66,37.96,20.46,17.5,85.55,941,654,2112,1833,805,111Y09M
818,818,65000,新北市,65000140,蘆洲區,65000140-003,中路里,1535,4199,2085,2114,98.63,2.74,33281.02,36.64,16.4,20.24,123.41,504,463,1354,1256,622,111Y09M
819,819,65000,新北市,65000140,蘆洲區,65000140-004,光華里,2054,5429,2570,2859,89.89,2.64,74012.98,37.34,15.71,21.63,137.68,621,561,1724,1668,855,111Y09M
820,820,65000,新北市,65000140,蘆洲區,65000140-005,保佑里,1417,3857,1895,1962,96.59,2.72,25425.68,41.39,17.16,24.23,141.24,468,357,1203,1168,661,111Y09M
821,821,65000,新北市,65000140,蘆洲區,65000140-006,水湳里,4014,10900,5371,5529,97.14,2.72,43270.62,30.57,15.31,15.26,99.69,1278,1352,3410,3586,1274,111Y09M
822,822,65000,新北市,65000140,蘆洲區,65000140-007,樓厝里,2647,6753,3242,3511,92.34,2.55,28131.76,32.33,14.11,18.22,129.17,720,756,2177,2170,930,111Y09M
823,823,65000,新北市,65000140,蘆洲區,65000140-008,鷺江里,2105,5650,2760,2890,95.5,2.68,43636.42,34.08,15.83,18.25,115.29,667,651,1779,1784,769,111Y09M
824,824,65000,新北市,65000140,蘆洲區,65000140-009,恆德里,2584,6195,2959,3236,91.44,2.4,35889.12,34.44,12.7,21.74,171.28,585,693,1799,2116,1002,111Y09M
825,825,65000,新北市,65000140,蘆洲區,65000140-010,溪墘里,1235,3203,1546,1657,93.3,2.59,18594.85,42.1,15.39,26.71,173.49,347,319,964,971,602,111Y09M
826,826,65000,新北市,65000140,蘆洲區,65000140-011,樹德里,1250,3203,1605,1598,100.44,2.56,55168.02,37.06,13.18,23.88,181.17,308,324,1026,987,558,111Y09M
827,827,65000,新北市,65000140,蘆洲區,65000140-012,保和里,1048,2694,1320,1374,96.07,2.57,14860.66,39.3,14.27,25.03,175.36,276,307,840,787,484,111Y09M
828,828,65000,新北市,65000140,蘆洲區,65000140-013,仁復里,873,2194,1073,1121,95.72,2.51,36675.47,41.64,15.04,26.6,176.82,233,226,629,694,412,111Y09M
829,829,65000,新北市,65000140,蘆洲區,65000140-014,得勝里,1338,3374,1656,1718,96.39,2.52,36413.08,40.76,13.73,27.03,196.96,329,345,1040,1012,648,111Y09M
830,830,65000,新北市,65000140,蘆洲區,65000140-015,南港里,2105,6232,3026,3206,94.39,2.96,35913.51,34.86,20.36,14.5,71.2,941,739,1972,1910,670,111Y09M
831,831,65000,新北市,65000140,蘆洲區,65000140-016,永樂里,2239,6541,3255,3286,99.06,2.92,49507.65,33.38,19.35,14.03,72.5,949,790,2035,2079,688,111Y09M
832,832,65000,新北市,65000140,蘆洲區,65000140-017,永康里,2515,7104,3409,3695,92.26,2.82,73544.18,30.13,16.85,13.28,78.8,920,929,2177,2353,725,111Y09M
833,833,65000,新北市,65000140,蘆洲區,65000140-018,信義里,1462,4117,2057,2060,99.85,2.82,73101.44,40.18,17.26,22.91,132.74,507,383,1391,1163,673,111Y09M
834,834,65000,新北市,65000140,蘆洲區,65000140-019,玉清里,2413,6142,2975,3167,93.94,2.55,58301.46,33.67,15.45,18.22,117.89,710,761,1833,2001,837,111Y09M
835,835,65000,新北市,65000140,蘆洲區,65000140-020,復興里,1308,3595,1780,1815,98.07,2.75,4759.62,32.17,12.43,19.74,158.88,338,448,1147,1125,537,111Y09M
